key,chi_squared,p_value
00000000,130.5,0.0078125
00000001,64.9,0.0234375
00000010,25.700000000000003,0.0625
00000011,26.98888888888889,0.0390625
00000100,10.455555555555556,0.1796875
00000101,10.766666666666666,0.125
00000110,10.455555555555556,0.1796875
00000111,13.166666666666666,0.09375
00001000,5.4714285714285715,0.4140625
00001001,3.5603174603174605,0.6328125
00001010,5.4714285714285715,0.4140625
00001011,3.5603174603174605,0.6328125
00001100,6.6269841269841265,0.2265625
00001101,3.5603174603174605,0.6328125
00001110,5.4714285714285715,0.4140625
00001111,18.785714285714285,0.0703125
00010000,5.4714285714285715,0.4140625
00010001,6.1,0.2734375
00010010,0.9888888888888889,1.0
00010011,2.4555555555555557,0.84375
00010100,0.9888888888888889,1.0
00010101,4.5,0.4609375
00010110,0.9888888888888889,1.0
00010111,6.1,0.2734375
00011000,7.388888888888889,0.203125
00011001,2.4555555555555557,0.84375
00011010,0.9888888888888889,1.0
00011011,2.4555555555555557,0.84375
00011100,7.388888888888889,0.203125
00011101,6.1,0.2734375
00011110,5.4714285714285715,0.4140625
00011111,13.166666666666666,0.09375
00100000,10.455555555555556,0.1796875
00100001,3.5603174603174605,0.6328125
00100010,0.9888888888888889,1.0
00100011,2.4555555555555557,0.84375
00100100,4.1,0.5390625
00100101,2.4555555555555557,0.84375
00100110,4.1,0.5390625
00100111,2.4555555555555557,0.84375
00101000,0.9888888888888889,1.0
00101001,2.4555555555555557,0.84375
00101010,5.78888888888889,0.328125
00101011,2.4555555555555557,0.84375
00101100,4.1,0.5390625
00101101,2.4555555555555557,0.84375
00101110,0.9888888888888889,1.0
00101111,3.5603174603174605,0.6328125
00110000,6.6269841269841265,0.2265625
00110001,2.4555555555555557,0.84375
00110010,4.1,0.5390625
00110011,10.722222222222221,0.1328125
00110100,4.1,0.5390625
00110101,2.4555555555555557,0.84375
00110110,4.1,0.5390625
00110111,2.4555555555555557,0.84375
00111000,7.388888888888889,0.203125
00111001,2.4555555555555557,0.84375
00111010,0.9888888888888889,1.0
00111011,2.4555555555555557,0.84375
00111100,6.6269841269841265,0.2265625
00111101,3.5603174603174605,0.6328125
00111110,10.455555555555556,0.1796875
00111111,26.98888888888889,0.0390625
01000000,25.700000000000003,0.0625
01000001,10.766666666666666,0.125
01000010,5.4714285714285715,0.4140625
01000011,3.5603174603174605,0.6328125
01000100,0.9888888888888889,1.0
01000101,4.5,0.4609375
01000110,0.9888888888888889,1.0
01000111,6.1,0.2734375
01001000,0.9888888888888889,1.0
01001001,2.4555555555555557,0.84375
01001010,5.78888888888889,0.328125
01001011,2.4555555555555557,0.84375
01001100,4.1,0.5390625
01001101,2.4555555555555557,0.84375
01001110,0.9888888888888889,1.0
01001111,3.5603174603174605,0.6328125
01010000,5.4714285714285715,0.4140625
01010001,4.5,0.4609375
01010010,5.78888888888889,0.328125
01010011,2.4555555555555557,0.84375
01010100,5.78888888888889,0.328125
01010101,14.1,0.078125
01010110,5.78888888888889,0.328125
01010111,4.5,0.4609375
01011000,0.9888888888888889,1.0
01011001,2.4555555555555557,0.84375
01011010,5.78888888888889,0.328125
01011011,2.4555555555555557,0.84375
01011100,0.9888888888888889,1.0
01011101,4.5,0.4609375
01011110,5.4714285714285715,0.4140625
01011111,10.766666666666666,0.125
01100000,10.455555555555556,0.1796875
01100001,3.5603174603174605,0.6328125
01100010,0.9888888888888889,1.0
01100011,2.4555555555555557,0.84375
