length,expected_runs_1,expected_runs_2,expected_runs_3,expected_runs_4,expected_runs_5,expected_runs_6,expected_runs_7,expected_runs_8
8,2.5,1.125,0.5,0.21875,0.09375,0.0390625,0.015625,0.0078125
