key,run_counts,run_partition,chi_squared,p_value
1000011111,[1 0 0 1 1 0 0 0 0 0],[1 4 5],11.38888888888889,0.13671875
1111011111,[1 0 0 1 1 0 0 0 0 0],[4 1 5],11.38888888888889,0.13671875
1000001111,[1 0 0 1 1 0 0 0 0 0],[1 5 4],11.38888888888889,0.13671875
0000010000,[1 0 0 1 1 0 0 0 0 0],[5 1 4],11.38888888888889,0.13671875
1111000001,[1 0 0 1 1 0 0 0 0 0],[4 5 1],11.38888888888889,0.13671875
0000111110,[1 0 0 1 1 0 0 0 0 0],[4 5 1],11.38888888888889,0.13671875
0000100000,[1 0 0 1 1 0 0 0 0 0],[4 1 5],11.38888888888889,0.13671875
1111100001,[1 0 0 1 1 0 0 0 0 0],[5 4 1],11.38888888888889,0.13671875
0000011110,[1 0 0 1 1 0 0 0 0 0],[5 4 1],11.38888888888889,0.13671875
0111100000,[1 0 0 1 1 0 0 0 0 0],[1 4 5],11.38888888888889,0.13671875
1111101111,[1 0 0 1 1 0 0 0 0 0],[5 1 4],11.38888888888889,0.13671875
0111110000,[1 0 0 1 1 0 0 0 0 0],[1 5 4],11.38888888888889,0.13671875
0101011111,[5 0 0 0 1 0 0 0 0 0],[1 1 1 1 1 5],9.833333333333332,0.1484375
0101111101,[5 0 0 0 1 0 0 0 0 0],[1 1 1 5 1 1],9.833333333333332,0.1484375
0101000001,[5 0 0 0 1 0 0 0 0 0],[1 1 1 1 5 1],9.833333333333332,0.1484375
1111101010,[5 0 0 0 1 0 0 0 0 0],[5 1 1 1 1 1],9.833333333333332,0.1484375
1011111010,[5 0 0 0 1 0 0 0 0 0],[1 1 5 1 1 1],9.833333333333332,0.1484375
1010111110,[5 0 0 0 1 0 0 0 0 0],[1 1 1 1 5 1],9.833333333333332,0.1484375
0100000101,[5 0 0 0 1 0 0 0 0 0],[1 1 5 1 1 1],9.833333333333332,0.1484375
0111110101,[5 0 0 0 1 0 0 0 0 0],[1 5 1 1 1 1],9.833333333333332,0.1484375
1010000010,[5 0 0 0 1 0 0 0 0 0],[1 1 1 5 1 1],9.833333333333332,0.1484375
1000001010,[5 0 0 0 1 0 0 0 0 0],[1 5 1 1 1 1],9.833333333333332,0.1484375
0000010101,[5 0 0 0 1 0 0 0 0 0],[5 1 1 1 1 1],9.833333333333332,0.1484375
1010100000,[5 0 0 0 1 0 0 0 0 0],[1 1 1 1 1 5],9.833333333333332,0.1484375
0011100000,[0 1 1 0 1 0 0 0 0 0],[2 3 5],9.827272727272728,0.16015625
0000011100,[0 1 1 0 1 0 0 0 0 0],[5 3 2],9.827272727272728,0.16015625
1110000011,[0 1 1 0 1 0 0 0 0 0],[3 5 2],9.827272727272728,0.16015625
0011111000,[0 1 1 0 1 0 0 0 0 0],[2 5 3],9.827272727272728,0.16015625
0001111100,[0 1 1 0 1 0 0 0 0 0],[3 5 2],9.827272727272728,0.16015625
1110011111,[0 1 1 0 1 0 0 0 0 0],[3 2 5],9.827272727272728,0.16015625
0001100000,[0 1 1 0 1 0 0 0 0 0],[3 2 5],9.827272727272728,0.16015625
1111100111,[0 1 1 0 1 0 0 0 0 0],[5 2 3],9.827272727272728,0.16015625
1100000111,[0 1 1 0 1 0 0 0 0 0],[2 5 3],9.827272727272728,0.16015625
0000011000,[0 1 1 0 1 0 0 0 0 0],[5 2 3],9.827272727272728,0.16015625
1111100011,[0 1 1 0 1 0 0 0 0 0],[5 3 2],9.827272727272728,0.16015625
1100011111,[0 1 1 0 1 0 0 0 0 0],[2 3 5],9.827272727272728,0.16015625
0101010010,[8 1 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 2 1 1],9.56060606060606,0.177734375
1011010101,[8 1 0 0 0 0 0 0 0 0],[1 1 2 1 1 1 1 1 1],9.56060606060606,0.177734375
1010110101,[8 1 0 0 0 0 0 0 0 0],[1 1 1 1 2 1 1 1 1],9.56060606060606,0.177734375
1010101101,[8 1 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 2 1 1],9.56060606060606,0.177734375
1010101011,[8 1 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 2],9.56060606060606,0.177734375
1010101001,[8 1 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 2 1],9.56060606060606,0.177734375
1010100101,[8 1 0 0 0 0 0 0 0 0],[1 1 1 1 1 2 1 1 1],9.56060606060606,0.177734375
1010010101,[8 1 0 0 0 0 0 0 0 0],[1 1 1 2 1 1 1 1 1],9.56060606060606,0.177734375
1001010101,[8 1 0 0 0 0 0 0 0 0],[1 2 1 1 1 1 1 1 1],9.56060606060606,0.177734375
0110101010,[8 1 0 0 0 0 0 0 0 0],[1 2 1 1 1 1 1 1 1],9.56060606060606,0.177734375
0101010100,[8 1 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 2],9.56060606060606,0.177734375
0101101010,[8 1 0 0 0 0 0 0 0 0],[1 1 1 2 1 1 1 1 1],9.56060606060606,0.177734375
0101011010,[8 1 0 0 0 0 0 0 0 0],[1 1 1 1 1 2 1 1 1],9.56060606060606,0.177734375
0100101010,[8 1 0 0 0 0 0 0 0 0],[1 1 2 1 1 1 1 1 1],9.56060606060606,0.177734375
0101010110,[8 1 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 2 1],9.56060606060606,0.177734375
1101010101,[8 1 0 0 0 0 0 0 0 0],[2 1 1 1 1 1 1 1 1],9.56060606060606,0.177734375
0101001010,[8 1 0 0 0 0 0 0 0 0],[1 1 1 1 2 1 1 1 1],9.56060606060606,0.177734375
0010101010,[8 1 0 0 0 0 0 0 0 0],[2 1 1 1 1 1 1 1 1],9.56060606060606,0.177734375
1110001111,[0 0 2 1 0 0 0 0 0 0],[3 3 4],9.455555555555556,0.18359375
0000111000,[0 0 2 1 0 0 0 0 0 0],[4 3 3],9.455555555555556,0.18359375
1111000111,[0 0 2 1 0 0 0 0 0 0],[4 3 3],9.455555555555556,0.18359375
0001111000,[0 0 2 1 0 0 0 0 0 0],[3 4 3],9.455555555555556,0.18359375
0001110000,[0 0 2 1 0 0 0 0 0 0],[3 3 4],9.455555555555556,0.18359375
1110000111,[0 0 2 1 0 0 0 0 0 0],[3 4 3],9.455555555555556,0.18359375
0111110011,[1 2 0 0 1 0 0 0 0 0],[1 5 2 2],8.742424242424242,0.20703125
1101100000,[1 2 0 0 1 0 0 0 0 0],[2 1 2 5],8.742424242424242,0.20703125
0011011111,[1 2 0 0 1 0 0 0 0 0],[2 2 1 5],8.742424242424242,0.20703125
1100111110,[1 2 0 0 1 0 0 0 0 0],[2 2 5 1],8.742424242424242,0.20703125
1001111100,[1 2 0 0 1 0 0 0 0 0],[1 2 5 2],8.742424242424242,0.20703125
1100000100,[1 2 0 0 1 0 0 0 0 0],[2 5 1 2],8.742424242424242,0.20703125
0000011011,[1 2 0 0 1 0 0 0 0 0],[5 2 1 2],8.742424242424242,0.20703125
0011111011,[1 2 0 0 1 0 0 0 0 0],[2 5 1 2],8.742424242424242,0.20703125
0011111001,[1 2 0 0 1 0 0 0 0 0],[2 5 2 1],8.742424242424242,0.20703125
0110000011,[1 2 0 0 1 0 0 0 0 0],[1 2 5 2],8.742424242424242,0.20703125
1100000110,[1 2 0 0 1 0 0 0 0 0],[2 5 2 1],8.742424242424242,0.20703125
1000001100,[1 2 0 0 1 0 0 0 0 0],[1 5 2 2],8.742424242424242,0.20703125
0110011111,[1 2 0 0 1 0 0 0 0 0],[1 2 2 5],8.742424242424242,0.20703125
1100100000,[1 2 0 0 1 0 0 0 0 0],[2 2 1 5],8.742424242424242,0.20703125
1101111100,[1 2 0 0 1 0 0 0 0 0],[2 1 5 2],8.742424242424242,0.20703125
1001100000,[1 2 0 0 1 0 0 0 0 0],[1 2 2 5],8.742424242424242,0.20703125
0011000001,[1 2 0 0 1 0 0 0 0 0],[2 2 5 1],8.742424242424242,0.20703125
0000011001,[1 2 0 0 1 0 0 0 0 0],[5 2 2 1],8.742424242424242,0.20703125
1111101100,[1 2 0 0 1 0 0 0 0 0],[5 1 2 2],8.742424242424242,0.20703125
1111100100,[1 2 0 0 1 0 0 0 0 0],[5 2 1 2],8.742424242424242,0.20703125
0010011111,[1 2 0 0 1 0 0 0 0 0],[2 1 2 5],8.742424242424242,0.20703125
0010000011,[1 2 0 0 1 0 0 0 0 0],[2 1 5 2],8.742424242424242,0.20703125
1111100110,[1 2 0 0 1 0 0 0 0 0],[5 2 2 1],8.742424242424242,0.20703125
0000010011,[1 2 0 0 1 0 0 0 0 0],[5 1 2 2],8.742424242424242,0.20703125
0000010111,[2 0 1 0 1 0 0 0 0 0],[5 1 1 3],8.433333333333334,0.23046875
0100011111,[2 0 1 0 1 0 0 0 0 0],[1 1 3 5],8.433333333333334,0.23046875
0111000001,[2 0 1 0 1 0 0 0 0 0],[1 3 5 1],8.433333333333334,0.23046875
1011100000,[2 0 1 0 1 0 0 0 0 0],[1 1 3 5],8.433333333333334,0.23046875
1110000010,[2 0 1 0 1 0 0 0 0 0],[3 5 1 1],8.433333333333334,0.23046875
0111011111,[2 0 1 0 1 0 0 0 0 0],[1 3 1 5],8.433333333333334,0.23046875
1000001110,[2 0 1 0 1 0 0 0 0 0],[1 5 3 1],8.433333333333334,0.23046875
0001011111,[2 0 1 0 1 0 0 0 0 0],[3 1 1 5],8.433333333333334,0.23046875
1111101000,[2 0 1 0 1 0 0 0 0 0],[5 1 1 3],8.433333333333334,0.23046875
1000001000,[2 0 1 0 1 0 0 0 0 0],[1 5 1 3],8.433333333333334,0.23046875
1111101110,[2 0 1 0 1 0 0 0 0 0],[5 1 3 1],8.433333333333334,0.23046875
0111110001,[2 0 1 0 1 0 0 0 0 0],[1 5 3 1],8.433333333333334,0.23046875
0100000111,[2 0 1 0 1 0 0 0 0 0],[1 1 5 3],8.433333333333334,0.23046875
0111110111,[2 0 1 0 1 0 0 0 0 0],[1 5 1 3],8.433333333333334,0.23046875
1000100000,[2 0 1 0 1 0 0 0 0 0],[1 3 1 5],8.433333333333334,0.23046875
0001000001,[2 0 1 0 1 0 0 0 0 0],[3 1 5 1],8.433333333333334,0.23046875
1110111110,[2 0 1 0 1 0 0 0 0 0],[3 1 5 1],8.433333333333334,0.23046875
0000011101,[2 0 1 0 1 0 0 0 0 0],[5 3 1 1],8.433333333333334,0.23046875
1110100000,[2 0 1 0 1 0 0 0 0 0],[3 1 1 5],8.433333333333334,0.23046875
1000111110,[2 0 1 0 1 0 0 0 0 0],[1 3 5 1],8.433333333333334,0.23046875
0000010001,[2 0 1 0 1 0 0 0 0 0],[5 1 3 1],8.433333333333334,0.23046875
1111100010,[2 0 1 0 1 0 0 0 0 0],[5 3 1 1],8.433333333333334,0.23046875
0001111101,[2 0 1 0 1 0 0 0 0 0],[3 5 1 1],8.433333333333334,0.23046875
1011111000,[2 0 1 0 1 0 0 0 0 0],[1 1 5 3],8.433333333333334,0.23046875
1111001100,[0 3 0 1 0 0 0 0 0 0],[4 2 2 2],7.6010101010101,0.23828125
1100111100,[0 3 0 1 0 0 0 0 0 0],[2 2 4 2],7.6010101010101,0.23828125
0011000011,[0 3 0 1 0 0 0 0 0 0],[2 2 4 2],7.6010101010101,0.23828125
0011001111,[0 3 0 1 0 0 0 0 0 0],[2 2 2 4],7.6010101010101,0.23828125
0000110011,[0 3 0 1 0 0 0 0 0 0],[4 2 2 2],7.6010101010101,0.23828125
0011110011,[0 3 0 1 0 0 0 0 0 0],[2 4 2 2],7.6010101010101,0.23828125
1100110000,[0 3 0 1 0 0 0 0 0 0],[2 2 2 4],7.6010101010101,0.23828125
1100001100,[0 3 0 1 0 0 0 0 0 0],[2 4 2 2],7.6010101010101,0.23828125
1010101110,[7 0 1 0 0 0 0 0 0 0],[1 1 1 1 1 1 3 1],7.433333333333333,0.25390625
0101010001,[7 0 1 0 0 0 0 0 0 0],[1 1 1 1 1 1 3 1],7.433333333333333,0.25390625
0101011101,[7 0 1 0 0 0 0 0 0 0],[1 1 1 1 1 3 1 1],7.433333333333333,0.25390625
1010111010,[7 0 1 0 0 0 0 0 0 0],[1 1 1 1 3 1 1 1],7.433333333333333,0.25390625
1011101010,[7 0 1 0 0 0 0 0 0 0],[1 1 3 1 1 1 1 1],7.433333333333333,0.25390625
0101110101,[7 0 1 0 0 0 0 0 0 0],[1 1 1 3 1 1 1 1],7.433333333333333,0.25390625
0100010101,[7 0 1 0 0 0 0 0 0 0],[1 1 3 1 1 1 1 1],7.433333333333333,0.25390625
0111010101,[7 0 1 0 0 0 0 0 0 0],[1 3 1 1 1 1 1 1],7.433333333333333,0.25390625
0101000101,[7 0 1 0 0 0 0 0 0 0],[1 1 1 1 3 1 1 1],7.433333333333333,0.25390625
0101010111,[7 0 1 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 3],7.433333333333333,0.25390625
1010001010,[7 0 1 0 0 0 0 0 0 0],[1 1 1 3 1 1 1 1],7.433333333333333,0.25390625
1010101000,[7 0 1 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 3],7.433333333333333,0.25390625
1010100010,[7 0 1 0 0 0 0 0 0 0],[1 1 1 1 1 3 1 1],7.433333333333333,0.25390625
0001010101,[7 0 1 0 0 0 0 0 0 0],[3 1 1 1 1 1 1 1],7.433333333333333,0.25390625
1000101010,[7 0 1 0 0 0 0 0 0 0],[1 3 1 1 1 1 1 1],7.433333333333333,0.25390625
1110101010,[7 0 1 0 0 0 0 0 0 0],[3 1 1 1 1 1 1 1],7.433333333333333,0.25390625
0000010100,[3 1 0 0 1 0 0 0 0 0],[5 1 1 1 2],7.2272727272727275,0.29296875
0100111110,[3 1 0 0 1 0 0 0 0 0],[1 1 2 5 1],7.2272727272727275,0.29296875
0110111110,[3 1 0 0 1 0 0 0 0 0],[1 2 1 5 1],7.2272727272727275,0.29296875
0100100000,[3 1 0 0 1 0 0 0 0 0],[1 1 2 1 5],7.2272727272727275,0.29296875
1101111101,[3 1 0 0 1 0 0 0 0 0],[2 1 5 1 1],7.2272727272727275,0.29296875
0110000010,[3 1 0 0 1 0 0 0 0 0],[1 2 5 1 1],7.2272727272727275,0.29296875
1010011111,[3 1 0 0 1 0 0 0 0 0],[1 1 1 2 5],7.2272727272727275,0.29296875
1101011111,[3 1 0 0 1 0 0 0 0 0],[2 1 1 1 5],7.2272727272727275,0.29296875
0101111100,[3 1 0 0 1 0 0 0 0 0],[1 1 1 5 2],7.2272727272727275,0.29296875
0000010110,[3 1 0 0 1 0 0 0 0 0],[5 1 1 2 1],7.2272727272727275,0.29296875
1011111001,[3 1 0 0 1 0 0 0 0 0],[1 1 5 2 1],7.2272727272727275,0.29296875
1111100101,[3 1 0 0 1 0 0 0 0 0],[5 2 1 1 1],7.2272727272727275,0.29296875
1011111011,[3 1 0 0 1 0 0 0 0 0],[1 1 5 1 2],7.2272727272727275,0.29296875
0010111110,[3 1 0 0 1 0 0 0 0 0],[2 1 1 5 1],7.2272727272727275,0.29296875
0010000010,[3 1 0 0 1 0 0 0 0 0],[2 1 5 1 1],7.2272727272727275,0.29296875
0000011010,[3 1 0 0 1 0 0 0 0 0],[5 2 1 1 1],7.2272727272727275,0.29296875
1100000101,[3 1 0 0 1 0 0 0 0 0],[2 5 1 1 1],7.2272727272727275,0.29296875
1010000011,[3 1 0 0 1 0 0 0 0 0],[1 1 1 5 2],7.2272727272727275,0.29296875
1011011111,[3 1 0 0 1 0 0 0 0 0],[1 1 2 1 5],7.2272727272727275,0.29296875
1011000001,[3 1 0 0 1 0 0 0 0 0],[1 1 2 5 1],7.2272727272727275,0.29296875
